Date,Clock Time,Location,Severity,Vehicle Details,Causes,Highway Type,Count,Latitude,Longitude,Weather,Time Category
20-06-2023,00:07,Himachal Pradesh,Accident,Truck,Fatigue,National Highways under Other department,17,8.881844223913989,89.82809559797559,Foggy,Night
30-12-2023,11:25,Kerala,Accident,Two-wheeler,Drunk driving,National Highways under Other department,94,27.335588130920705,95.3319621838489,Rainy,Morning
09-01-2023,07:06,Arunachal Pradesh,Fatal,Bus,Drunk driving,National Highways under NHAI,54,18.042757661642966,93.66022455970656,Rainy,Morning
12-11-2023,19:11,Jharkhand,Accident,Two-wheeler,Fatigue,National Highways under Other department,50,19.06503084792633,80.47792657734239,Foggy,Evening
14-10-2023,12:33,Chhattisgarh,Accident,Bus,Fatigue,National Highways under NHAI,100,26.73519169651539,84.02556469124258,Foggy,Afternoon
02-07-2023,12:19,Madhya Pradesh,Fatal,Truck,Driving on Wrong side,National Highways under State PWD,19,9.127712029985373,68.62433025427275,Foggy,Afternoon
23-06-2023,20:01,Delhi,Accident,Car,Fatigue,National Highways under Other department,93,19.940641848224814,74.0267722972663,Rainy,Evening
18-09-2023,12:19,Punjab,Fatal,Van,Drunk driving,National Highways under NHAI,37,20.92160134513491,73.30361860193702,Clear,Afternoon
04-05-2023,17:52,Madhya Pradesh,Fatal,Two-wheeler,Over-speeding,National Highways under State PWD,20,13.843807984321973,91.51771846959042,Stormy,Evening
11-12-2023,03:17,Kerala,Accident,Car,Driving on Wrong side,National Highways under State PWD,62,21.710230272494037,81.47425777004982,Rainy,Night
09-09-2023,15:25,Goa,Fatal,Car,Fatigue,National Highways under Other department,57,18.14699171729061,94.62541220872424,Clear,Afternoon
26-03-2023,12:46,Chhattisgarh,Fatal,Van,Fatigue,National Highways under NHAI,85,11.57054696084349,77.33400234773563,Rainy,Afternoon
11-02-2023,14:30,Gujarat,Fatal,Van,Drunk driving,National Highways under Other department,56,12.316021760942942,72.29948153623242,Rainy,Afternoon
14-11-2023,01:26,Chhattisgarh,Accident,Auto-rickshaw,Over-speeding,National Highways under NHAI,74,28.86850106518669,88.26669125857696,Foggy,Night
17-06-2023,19:14,Karnataka,Fatal,Car,Drunk driving,National Highways under State PWD,55,34.94712390283665,90.79030282700973,Foggy,Evening
25-08-2023,12:56,Jharkhand,Accident,Tractor,Driving on Wrong side,National Highways under Other department,7,14.653839772823623,72.73807017968248,Stormy,Afternoon
24-07-2023,01:52,Maharashtra,Fatal,Auto-rickshaw,Drunk driving,National Highways under State PWD,46,11.426749406995803,79.16340442323347,Rainy,Night
12-08-2023,07:38,Gujarat,Accident,Tractor,Over-speeding,National Highways under State PWD,96,8.616002730405206,86.7600442668017,Stormy,Morning
18-11-2023,01:39,Tamil Nadu,Accident,Truck,Drunk driving,National Highways under State PWD,63,31.386519721433043,70.83542422755615,Rainy,Night
04-12-2023,10:29,Madhya Pradesh,Fatal,Van,Use of Mobile Phone,National Highways under NHAI,72,19.688507520841593,85.4352116097101,Rainy,Morning
15-11-2023,03:47,Telangana,Accident,Truck,Over-speeding,National Highways under Other department,20,16.99164065939726,94.80485459295603,Clear,Night
12-11-2023,14:07,Arunachal Pradesh,Fatal,Auto-rickshaw,Use of Mobile Phone,National Highways under State PWD,28,31.782306556048393,95.7819054765993,Rainy,Afternoon
26-04-2023,06:18,Kerala,Fatal,Tractor,Use of Mobile Phone,National Highways under Other department,5,11.04719718869646,76.60346089034384,Rainy,Morning
02-11-2023,11:39,Karnataka,Fatal,Car,Driving on Wrong side,National Highways under State PWD,62,19.176299777107026,86.59508719231077,Foggy,Morning
09-05-2023,02:49,Arunachal Pradesh,Accident,Bus,Use of Mobile Phone,National Highways under Other department,96,34.58330261043852,87.4123476597553,Clear,Night
03-12-2023,18:23,Delhi,Accident,Van,Drunk driving,National Highways under NHAI,96,32.1214724002171,79.22800464989054,Rainy,Evening
06-01-2023,23:21,Andhra Pradesh,Accident,Truck,Use of Mobile Phone,National Highways under NHAI,49,8.00010411378368,90.43454231972217,Stormy,Night
11-06-2023,11:16,Jammu and Kashmir,Accident,Tractor,Driving on Wrong side,National Highways under NHAI,95,17.750847445446304,75.81907741772854,Rainy,Morning
19-12-2023,02:01,West Bengal,Fatal,Van,Drunk driving,National Highways under Other department,71,33.408294115700315,70.7907673531976,Rainy,Night
24-03-2023,20:01,Jammu and Kashmir,Fatal,Two-wheeler,Fatigue,National Highways under NHAI,13,15.32618753364232,73.81825048351249,Stormy,Evening
01-10-2023,23:27,Delhi,Fatal,Van,Drunk driving,National Highways under NHAI,80,17.6130028191212,81.79998937116628,Foggy,Night
03-06-2023,00:44,Kerala,Fatal,Auto-rickshaw,Fatigue,National Highways under State PWD,78,31.421994428395365,94.54603203797981,Stormy,Night
21-05-2023,12:27,Maharashtra,Fatal,Two-wheeler,Over-speeding,National Highways under NHAI,45,10.461633115057406,73.36807410803485,Rainy,Afternoon
24-10-2023,01:05,Jharkhand,Accident,Bus,Fatigue,National Highways under NHAI,88,27.785537809372304,89.12691188319333,Rainy,Night
14-04-2023,21:23,Goa,Accident,Tractor,Drunk driving,National Highways under State PWD,51,18.91469276713665,73.09764379342438,Stormy,Night
09-06-2023,11:37,Andaman and Nicobar Island,Accident,Tractor,Fatigue,National Highways under NHAI,44,30.231883267103207,83.6313610655651,Rainy,Morning
03-04-2023,01:24,Madhya Pradesh,Accident,Bus,Over-speeding,National Highways under Other department,27,28.490230647967405,95.69221504654695,Foggy,Night
20-08-2023,12:09,Assam,Fatal,Van,Over-speeding,National Highways under NHAI,73,28.16497030698868,90.91103278211068,Clear,Afternoon
09-09-2023,12:12,Jharkhand,Fatal,Truck,Drunk driving,National Highways under State PWD,14,18.753373718310645,77.61438428343993,Clear,Afternoon
09-01-2023,11:22,Goa,Accident,Car,Over-speeding,National Highways under Other department,71,31.04912940048533,79.49313266197663,Clear,Morning
23-10-2023,12:04,Arunachal Pradesh,Fatal,Auto-rickshaw,Driving on Wrong side,National Highways under State PWD,32,15.21086434819265,84.46982781621145,Foggy,Afternoon
08-03-2023,13:28,Bihar,Accident,Two-wheeler,Driving on Wrong side,National Highways under Other department,11,19.005871846994516,81.13622441243596,Foggy,Afternoon
27-05-2023,06:33,Chandigarh,Fatal,Two-wheeler,Drunk driving,National Highways under State PWD,64,31.193136285818007,88.79212010558874,Rainy,Morning
20-10-2023,07:31,Assam,Accident,Auto-rickshaw,Fatigue,National Highways under Other department,61,11.740746314078926,84.48783961875598,Stormy,Morning
13-06-2023,09:05,Karnataka,Accident,Tractor,Fatigue,National Highways under Other department,43,10.330151866175846,94.89551676491533,Stormy,Morning
04-04-2023,09:39,Rajasthan,Accident,Car,Driving on Wrong side,National Highways under Other department,73,24.56965829511355,84.63214446039478,Stormy,Morning
22-06-2023,05:04,Gujarat,Fatal,Two-wheeler,Over-speeding,National Highways under Other department,96,22.774453181899105,90.71868206397457,Stormy,Morning
30-05-2023,23:07,Andhra Pradesh,Accident,Van,Fatigue,National Highways under NHAI,57,16.20533804654638,80.56995730014218,Foggy,Night
06-07-2023,11:18,Himachal Pradesh,Fatal,Truck,Fatigue,National Highways under State PWD,10,30.545170903578438,87.50316921152233,Foggy,Morning
04-06-2023,19:22,Andaman and Nicobar Island,Fatal,Truck,Use of Mobile Phone,National Highways under State PWD,32,14.84858019388652,72.29836397322583,Stormy,Evening
09-09-2023,01:57,Maharashtra,Fatal,Truck,Driving on Wrong side,National Highways under NHAI,92,18.973822161328336,85.08022320075801,Stormy,Night
28-06-2023,11:51,Kerala,Accident,Two-wheeler,Use of Mobile Phone,National Highways under Other department,75,8.920494152509285,79.39424669228906,Foggy,Morning
27-01-2023,01:07,Jammu and Kashmir,Accident,Bus,Over-speeding,National Highways under Other department,68,31.892645855699232,70.80043871281092,Foggy,Night
15-03-2023,15:18,Haryana,Fatal,Bus,Driving on Wrong side,National Highways under NHAI,55,24.57476844819832,68.09922249099264,Stormy,Afternoon
24-07-2023,11:33,Arunachal Pradesh,Accident,Van,Drunk driving,National Highways under NHAI,60,14.43564908376711,79.61320524917903,Clear,Morning
04-03-2023,03:20,Karnataka,Fatal,Bus,Fatigue,National Highways under Other department,37,18.141027136780686,94.53294485530056,Rainy,Night
04-06-2023,19:59,Rajasthan,Accident,Auto-rickshaw,Drunk driving,National Highways under Other department,31,22.35391662334569,76.35901526896785,Foggy,Evening
08-01-2023,21:28,Odisha,Fatal,Truck,Use of Mobile Phone,National Highways under State PWD,35,31.45392711538746,93.44933658575769,Rainy,Night
26-11-2023,20:42,Chhattisgarh,Accident,Car,Fatigue,National Highways under State PWD,3,34.78615477487217,89.22036927291906,Rainy,Evening
10-01-2023,09:51,Punjab,Fatal,Tractor,Use of Mobile Phone,National Highways under Other department,48,15.239630402129956,90.11766503486174,Foggy,Morning
10-03-2023,04:37,Punjab,Fatal,Tractor,Use of Mobile Phone,National Highways under NHAI,94,12.964282834806937,69.2032874643002,Clear,Night
28-10-2023,12:18,Arunachal Pradesh,Accident,Van,Driving on Wrong side,National Highways under Other department,30,11.99613010071084,93.73866316269562,Stormy,Afternoon
20-09-2023,03:13,Chhattisgarh,Accident,Car,Driving on Wrong side,National Highways under NHAI,32,9.166851060834666,90.92495003924985,Clear,Night
03-03-2023,12:45,Odisha,Fatal,Auto-rickshaw,Drunk driving,National Highways under Other department,9,34.55891971047787,68.10546935106514,Stormy,Afternoon
05-11-2023,04:43,Haryana,Fatal,Bus,Drunk driving,National Highways under NHAI,63,26.07267633172314,72.16788046344193,Stormy,Night
05-10-2023,10:56,West Bengal,Fatal,Van,Driving on Wrong side,National Highways under Other department,41,31.194683770465407,86.93534122714614,Rainy,Morning
12-04-2023,22:39,Andhra Pradesh,Accident,Truck,Fatigue,National Highways under State PWD,62,22.05757348665056,79.67757116245124,Foggy,Night
28-04-2023,13:59,Gujarat,Accident,Two-wheeler,Over-speeding,National Highways under Other department,58,23.1794688374816,76.77001638045857,Stormy,Afternoon
12-10-2023,19:50,Andhra Pradesh,Fatal,Bus,Driving on Wrong side,National Highways under State PWD,8,20.971413714089746,71.62707874562608,Rainy,Evening
16-08-2023,19:20,Punjab,Fatal,Van,Fatigue,National Highways under Other department,52,13.420132508583249,84.40117992502718,Foggy,Evening
21-10-2023,11:23,Maharashtra,Fatal,Tractor,Over-speeding,National Highways under NHAI,27,13.220350182226671,78.5173088334841,Stormy,Morning
18-02-2023,00:42,Uttar Pradesh,Accident,Two-wheeler,Fatigue,National Highways under NHAI,63,10.412572111168153,75.00240988824288,Foggy,Night
21-11-2023,23:55,Odisha,Accident,Car,Drunk driving,National Highways under State PWD,87,22.998987953344468,70.88241361866667,Foggy,Night
07-04-2023,15:45,Bihar,Fatal,Car,Drunk driving,National Highways under State PWD,61,18.71265549074237,75.94579055945837,Stormy,Afternoon
08-09-2023,02:34,West Bengal,Accident,Auto-rickshaw,Fatigue,National Highways under NHAI,28,23.09632194689805,72.7372843005765,Foggy,Night
28-05-2023,13:49,Goa,Fatal,Auto-rickshaw,Over-speeding,National Highways under State PWD,81,25.351057476996836,79.45679997289628,Clear,Afternoon
21-02-2023,04:19,Uttar Pradesh,Accident,Truck,Use of Mobile Phone,National Highways under NHAI,91,26.021415930284174,70.0760080183776,Stormy,Night
12-10-2023,18:51,Karnataka,Accident,Auto-rickshaw,Drunk driving,National Highways under State PWD,68,20.955831580333584,82.73348758094888,Clear,Evening
01-08-2023,16:43,Tamil Nadu,Fatal,Bus,Fatigue,National Highways under State PWD,89,11.611248879572205,91.83823442115738,Rainy,Afternoon
14-08-2023,15:44,Delhi,Fatal,Auto-rickshaw,Over-speeding,National Highways under NHAI,45,29.38029920045645,81.89715376908923,Foggy,Afternoon
29-08-2023,08:03,Tamil Nadu,Fatal,Truck,Over-speeding,National Highways under State PWD,63,26.705413387704947,86.3073163720053,Rainy,Morning
20-01-2023,04:34,Chandigarh,Accident,Tractor,Use of Mobile Phone,National Highways under NHAI,25,29.533577945825936,83.2655763952891,Foggy,Night
26-08-2023,13:04,Goa,Fatal,Bus,Over-speeding,National Highways under NHAI,86,24.86631877137946,78.960197379232,Foggy,Afternoon
11-02-2023,23:02,Chandigarh,Accident,Car,Drunk driving,National Highways under State PWD,72,22.57162648013294,80.83495453416452,Clear,Night
28-06-2023,00:45,Punjab,Fatal,Two-wheeler,Over-speeding,National Highways under NHAI,11,33.943224876888294,87.2636437842763,Foggy,Night
04-10-2023,22:38,Telangana,Fatal,Two-wheeler,Drunk driving,National Highways under NHAI,52,12.403049100952563,68.45530455236869,Foggy,Night
29-12-2023,03:08,Uttar Pradesh,Accident,Tractor,Use of Mobile Phone,National Highways under NHAI,78,8.01331304739001,81.38309686883449,Foggy,Night
06-08-2023,05:01,Jammu and Kashmir,Accident,Auto-rickshaw,Over-speeding,National Highways under NHAI,66,22.209529627376497,92.3938881145993,Stormy,Morning
24-05-2023,07:15,Andaman and Nicobar Island,Accident,Truck,Use of Mobile Phone,National Highways under NHAI,10,17.946780418223927,93.55799873274019,Stormy,Morning
19-03-2023,23:10,Jammu and Kashmir,Accident,Car,Use of Mobile Phone,National Highways under Other department,47,22.643990408953727,94.24641657640754,Rainy,Night
19-02-2023,20:50,Gujarat,Accident,Bus,Fatigue,National Highways under NHAI,6,14.179268920462835,77.95306923060431,Stormy,Evening
01-09-2023,02:26,Maharashtra,Accident,Two-wheeler,Over-speeding,National Highways under State PWD,52,12.057862796758211,69.34472443060122,Rainy,Night
27-10-2023,15:35,Rajasthan,Accident,Two-wheeler,Drunk driving,National Highways under Other department,66,30.538982906932365,95.64836563989144,Stormy,Afternoon
14-06-2023,11:57,Chhattisgarh,Accident,Bus,Over-speeding,National Highways under State PWD,39,9.137794301301119,77.10186162159013,Clear,Morning
29-04-2023,12:10,Uttar Pradesh,Fatal,Two-wheeler,Over-speeding,National Highways under State PWD,85,10.691191081270972,76.91278092019718,Stormy,Afternoon
09-03-2023,19:47,Haryana,Accident,Van,Drunk driving,National Highways under State PWD,72,22.9511442032355,95.77053021105627,Stormy,Evening
04-12-2023,15:49,Jammu and Kashmir,Accident,Van,Driving on Wrong side,National Highways under State PWD,33,21.40138237329083,83.82882396142831,Clear,Afternoon
10-05-2023,03:40,Arunachal Pradesh,Accident,Car,Drunk driving,National Highways under Other department,81,12.245751441295727,76.45751957111628,Foggy,Night
14-02-2023,03:04,Tamil Nadu,Fatal,Two-wheeler,Drunk driving,National Highways under NHAI,30,22.544867880263254,71.9404580749213,Foggy,Night
19-11-2023,00:56,Bihar,Fatal,Auto-rickshaw,Drunk driving,National Highways under State PWD,9,16.316193874827587,75.5754986738316,Rainy,Night
06-09-2023,03:56,Bihar,Accident,Two-wheeler,Driving on Wrong side,National Highways under State PWD,93,10.13674303089849,77.31233813422672,Rainy,Night
04-09-2023,20:19,Bihar,Accident,Car,Fatigue,National Highways under State PWD,10,10.23666543814593,78.93385231956566,Stormy,Evening
13-01-2023,20:03,Assam,Fatal,Van,Fatigue,National Highways under Other department,31,27.07365077536461,74.71088518624951,Clear,Evening
19-06-2023,07:39,Himachal Pradesh,Accident,Truck,Drunk driving,National Highways under NHAI,41,14.322745591412847,69.71921888222474,Foggy,Morning
03-05-2023,11:29,Uttar Pradesh,Fatal,Two-wheeler,Driving on Wrong side,National Highways under Other department,63,20.231237227007306,69.38049477885235,Stormy,Morning
22-09-2023,20:30,Jharkhand,Fatal,Tractor,Over-speeding,National Highways under Other department,54,29.908203156548897,89.72586507217108,Rainy,Evening
03-08-2023,09:26,Punjab,Accident,Bus,Over-speeding,National Highways under NHAI,49,34.79400708385289,83.78520886931061,Rainy,Morning
08-10-2023,22:15,Jammu and Kashmir,Accident,Auto-rickshaw,Driving on Wrong side,National Highways under NHAI,45,12.084647686768438,78.76789087869729,Stormy,Night
28-02-2023,16:44,Punjab,Fatal,Tractor,Over-speeding,National Highways under Other department,93,34.81667863790335,93.7428467507119,Rainy,Afternoon
02-07-2023,22:07,Delhi,Accident,Tractor,Fatigue,National Highways under State PWD,24,31.60700331919086,68.79928745083329,Clear,Night
20-08-2023,08:01,Gujarat,Accident,Car,Driving on Wrong side,National Highways under Other department,1,29.68718566703782,72.55080313800396,Foggy,Morning
31-08-2023,19:27,Assam,Accident,Car,Drunk driving,National Highways under Other department,54,32.441603702733076,80.32480500892902,Clear,Evening
21-01-2023,04:50,Andhra Pradesh,Fatal,Two-wheeler,Driving on Wrong side,National Highways under NHAI,2,15.426475488885544,92.30879169964285,Clear,Night
26-02-2023,16:43,Maharashtra,Fatal,Bus,Over-speeding,National Highways under Other department,61,12.90144270557094,76.97032984046588,Foggy,Afternoon
26-07-2023,08:40,Odisha,Accident,Auto-rickshaw,Fatigue,National Highways under State PWD,15,8.249933165132093,70.75126738307671,Clear,Morning
20-04-2023,15:52,Gujarat,Fatal,Car,Drunk driving,National Highways under State PWD,7,16.33757298827668,92.79062669806132,Rainy,Afternoon
16-12-2023,11:37,Arunachal Pradesh,Fatal,Auto-rickshaw,Fatigue,National Highways under NHAI,30,20.723105627388538,96.0393495713227,Rainy,Morning
11-10-2023,07:05,Karnataka,Fatal,Bus,Drunk driving,National Highways under NHAI,28,10.784045693180136,96.75444360444753,Stormy,Morning
14-07-2023,04:38,Madhya Pradesh,Fatal,Two-wheeler,Use of Mobile Phone,National Highways under NHAI,6,23.460420108700028,90.45011139284625,Rainy,Night
21-05-2023,00:37,Kerala,Fatal,Two-wheeler,Fatigue,National Highways under State PWD,11,28.11766548280387,77.70424112998451,Stormy,Night
11-11-2023,19:20,Tamil Nadu,Fatal,Truck,Drunk driving,National Highways under State PWD,44,33.42853760521602,83.00117008696483,Stormy,Evening
20-07-2023,14:15,Chhattisgarh,Fatal,Two-wheeler,Drunk driving,National Highways under State PWD,41,21.322163409846617,75.26972846065583,Stormy,Afternoon
12-09-2023,19:04,Jharkhand,Fatal,Car,Over-speeding,National Highways under NHAI,90,14.294992682239307,78.56956598232824,Stormy,Evening
24-06-2023,04:37,Himachal Pradesh,Accident,Bus,Over-speeding,National Highways under State PWD,40,21.06513832278987,96.01501251056659,Foggy,Night
05-06-2023,02:11,Telangana,Accident,Car,Drunk driving,National Highways under State PWD,39,23.06622461096803,76.33635223468397,Clear,Night
12-11-2023,21:46,Jharkhand,Accident,Two-wheeler,Over-speeding,National Highways under NHAI,41,16.89465757559536,94.03575220096745,Foggy,Night
18-12-2023,02:48,Uttar Pradesh,Fatal,Tractor,Over-speeding,National Highways under State PWD,41,24.608715317957586,95.0283804071501,Rainy,Night
03-05-2023,02:52,Haryana,Fatal,Two-wheeler,Over-speeding,National Highways under Other department,25,20.946829932755996,77.57808682485764,Foggy,Night
27-09-2023,19:02,Chhattisgarh,Fatal,Car,Use of Mobile Phone,National Highways under NHAI,81,8.213348395129682,89.44334740164157,Stormy,Evening
05-12-2023,20:34,Haryana,Accident,Auto-rickshaw,Driving on Wrong side,National Highways under NHAI,91,21.67517765473865,77.62381944742059,Stormy,Evening
13-03-2023,15:33,Kerala,Fatal,Two-wheeler,Driving on Wrong side,National Highways under NHAI,6,10.047324980875498,73.40070989062679,Clear,Afternoon
03-12-2023,09:11,Rajasthan,Fatal,Tractor,Use of Mobile Phone,National Highways under Other department,67,22.90968273669645,90.95734117521137,Clear,Morning
03-10-2023,16:49,Odisha,Accident,Van,Use of Mobile Phone,National Highways under State PWD,69,24.19963954093552,95.3450606117216,Rainy,Afternoon
16-08-2023,01:10,West Bengal,Accident,Two-wheeler,Fatigue,National Highways under Other department,35,24.810326200387884,79.41900327403337,Rainy,Night
01-04-2023,07:04,Madhya Pradesh,Fatal,Auto-rickshaw,Drunk driving,National Highways under Other department,97,21.558662561648294,78.8970751460304,Clear,Morning
20-08-2023,03:13,Bihar,Fatal,Two-wheeler,Fatigue,National Highways under Other department,94,34.91364833537902,70.53766415585447,Stormy,Night
02-12-2023,21:51,Telangana,Fatal,Auto-rickshaw,Fatigue,National Highways under Other department,99,25.389622651591917,70.54954871652593,Clear,Night
15-06-2023,08:37,Punjab,Fatal,Truck,Fatigue,National Highways under Other department,74,10.82560754427555,81.59837740666998,Stormy,Morning
16-01-2023,15:19,Himachal Pradesh,Accident,Tractor,Over-speeding,National Highways under Other department,87,11.656959776632323,90.23382198941313,Foggy,Afternoon
17-06-2023,00:58,Bihar,Accident,Tractor,Drunk driving,National Highways under State PWD,58,19.87654506717916,91.70462535421278,Foggy,Night
22-01-2023,12:29,Maharashtra,Fatal,Van,Driving on Wrong side,National Highways under State PWD,98,30.99355447313817,88.41544577858335,Rainy,Afternoon
30-10-2023,06:52,Karnataka,Fatal,Auto-rickshaw,Use of Mobile Phone,National Highways under Other department,19,22.768890686519363,95.50931197477695,Rainy,Morning
19-12-2023,06:32,Andaman and Nicobar Island,Fatal,Tractor,Fatigue,National Highways under NHAI,17,19.936841746111703,94.74640355089218,Rainy,Morning
25-05-2023,08:03,Punjab,Fatal,Auto-rickshaw,Drunk driving,National Highways under State PWD,55,27.176239473949774,81.82153283662252,Stormy,Morning
13-04-2023,10:17,Himachal Pradesh,Accident,Car,Use of Mobile Phone,National Highways under Other department,79,34.33614470718193,73.58832472781329,Stormy,Morning
15-11-2023,03:25,Goa,Accident,Auto-rickshaw,Use of Mobile Phone,National Highways under NHAI,80,30.399529943624813,84.73201342708037,Clear,Night
19-02-2023,12:11,West Bengal,Accident,Tractor,Drunk driving,National Highways under Other department,11,30.117712021786986,96.7028503250204,Foggy,Afternoon
28-07-2023,14:56,Chandigarh,Accident,Car,Use of Mobile Phone,National Highways under State PWD,8,15.772938321591376,91.35828560376294,Stormy,Afternoon
23-05-2023,02:55,Kerala,Accident,Two-wheeler,Fatigue,National Highways under Other department,63,31.773380892371534,70.26900707032786,Rainy,Night
24-04-2023,06:22,Jammu and Kashmir,Fatal,Tractor,Driving on Wrong side,National Highways under Other department,97,33.74613056704683,94.81470419646854,Clear,Morning
14-12-2023,08:13,West Bengal,Fatal,Auto-rickshaw,Fatigue,National Highways under Other department,65,33.08751849904195,87.4482163470237,Clear,Morning
31-05-2023,01:49,Uttar Pradesh,Accident,Bus,Use of Mobile Phone,National Highways under Other department,77,25.090665109550272,73.75339537047155,Foggy,Night
10-05-2023,01:15,Rajasthan,Accident,Auto-rickshaw,Drunk driving,National Highways under NHAI,83,12.119738050731272,83.98774169688696,Foggy,Night
13-09-2023,22:12,West Bengal,Accident,Two-wheeler,Use of Mobile Phone,National Highways under Other department,100,9.711826343462414,79.8679641676302,Stormy,Night
30-12-2023,22:54,Tamil Nadu,Accident,Truck,Over-speeding,National Highways under State PWD,67,27.5609104366025,92.69184760480051,Foggy,Night
14-09-2023,09:15,Odisha,Accident,Two-wheeler,Drunk driving,National Highways under State PWD,88,32.30373419683982,90.30368228888747,Rainy,Morning
05-02-2023,13:05,Uttar Pradesh,Accident,Van,Use of Mobile Phone,National Highways under NHAI,65,34.135026585669394,94.93133788782447,Clear,Afternoon
10-02-2023,23:03,Himachal Pradesh,Accident,Tractor,Driving on Wrong side,National Highways under State PWD,100,34.27068520275577,82.18712175263526,Rainy,Night
31-08-2023,04:00,Gujarat,Fatal,Two-wheeler,Over-speeding,National Highways under Other department,76,19.712182504813406,71.88244540201757,Rainy,Night
20-10-2023,11:27,Tamil Nadu,Accident,Van,Driving on Wrong side,National Highways under Other department,53,18.319238906345966,89.51232707245663,Rainy,Morning
02-11-2023,11:01,Delhi,Accident,Auto-rickshaw,Use of Mobile Phone,National Highways under State PWD,45,15.721074082765888,91.77646089539157,Stormy,Morning
13-05-2023,13:31,Uttar Pradesh,Fatal,Auto-rickshaw,Over-speeding,National Highways under Other department,84,28.03135796574029,68.68808937574151,Foggy,Afternoon
04-04-2023,01:56,Uttar Pradesh,Fatal,Van,Use of Mobile Phone,National Highways under NHAI,46,20.968005688361238,79.56767991234736,Stormy,Night
27-11-2023,18:39,West Bengal,Fatal,Tractor,Use of Mobile Phone,National Highways under Other department,60,25.819326114919676,88.09227067321086,Clear,Evening
11-04-2023,05:15,Tamil Nadu,Fatal,Tractor,Over-speeding,National Highways under Other department,80,14.422808834527071,79.8147177318396,Rainy,Morning
10-03-2023,07:03,Uttar Pradesh,Accident,Car,Fatigue,National Highways under Other department,5,16.364128410172142,68.63280507275184,Rainy,Morning
14-11-2023,06:44,West Bengal,Fatal,Bus,Over-speeding,National Highways under State PWD,84,11.834107145521049,91.95756337829307,Rainy,Morning
18-12-2023,16:37,Jharkhand,Fatal,Truck,Over-speeding,National Highways under Other department,95,21.511907793176682,74.66516670514375,Stormy,Afternoon
20-03-2023,14:56,Kerala,Fatal,Bus,Use of Mobile Phone,National Highways under NHAI,68,30.84305682543076,81.18217676214476,Stormy,Afternoon
29-04-2023,15:40,Jammu and Kashmir,Fatal,Truck,Fatigue,National Highways under NHAI,88,25.95504567334243,78.40064746387115,Clear,Afternoon
06-10-2023,02:04,Chandigarh,Accident,Truck,Fatigue,National Highways under State PWD,94,32.81818334914912,77.74875652998361,Stormy,Night
08-02-2023,03:37,Telangana,Accident,Car,Over-speeding,National Highways under Other department,64,16.269036759619482,76.35185980681032,Foggy,Night
04-02-2023,14:48,Jharkhand,Accident,Tractor,Fatigue,National Highways under NHAI,46,16.085957726884203,94.2456882051633,Stormy,Afternoon
29-06-2023,04:33,Maharashtra,Fatal,Two-wheeler,Fatigue,National Highways under State PWD,64,13.525943420517475,75.72473640159416,Rainy,Night
04-07-2023,23:44,Andaman and Nicobar Island,Fatal,Auto-rickshaw,Over-speeding,National Highways under Other department,98,13.018489918478481,68.62484231836126,Rainy,Night
15-04-2023,12:57,Odisha,Fatal,Auto-rickshaw,Over-speeding,National Highways under Other department,74,10.85024610105698,78.25995675977973,Rainy,Afternoon
05-05-2023,11:21,Chhattisgarh,Accident,Tractor,Over-speeding,National Highways under Other department,15,32.45008617114033,95.00679834127445,Rainy,Morning
